MIR_ID	Rcc1_miR_prog	Rcc10_miR_nonprog	Rcc11_miR_prog	Rcc12_miR_nonprog	Rcc13_miR_nonprog	Rcc15_miR_nonprog	Rcc16_miR_nonprog	Rcc17_miR_nonprog	Rcc18_miR_nonprog	Rcc19_miR_nonprog	Rcc2_miR_prog	Rcc20_miR_nonprog	Rcc21_miR_nonprog	Rcc22_miR_nonprog	Rcc23_miR_nonprog	Rcc3_miR_prog	Rcc4_miR_nonprog	Rcc5_miR_prog	Rcc7_miR_nonprog	Rcc8_miR_prog	Rcc9_miR_prog
miR-339-5p	123	1595	1589	426	1939	952	890	2415	1929	1520	1531	459	1839	1157	647	604	950	1136	486	114	589
miR-25-3p	121	8858.5	4272	688	5386	8331	3354	9490.5	6575	9698	4500	265	6524	1518	4579.5	2235.5	4371	7193	520	76	498
miR-3181-3p	119	18	17	14	11	22	2	6	26	8	21	17	8	8	32	26	9	56	28	74	27
miR-361-3p	117	1799	1182	655	1709	859	853	1790	3324	1422	905	585	2356	978	844	511	415	1124	330	298	540
miR-3178-5p	116	43	58	29	51	75	25	29	128	16	66	42	91	58	100	49	11	132	85	78	113
miR-3613-5p	115	6381	2589	1559	4440	5405	3804	5683	5151	11081	3491	702	7346	2565	3901	1508	1265	4398	988	107	715
miR-34a-5p	114	4801	2260	342	4336	1814	1267	6392.333333	2477	4059	1831	186	3272	849	1573	1081	1404	3569	285	140	436
miR-92a-1-3p	114	13435	4881.666667	971.6666667	4642.666667	13503.66667	4069.333333	11014	9414.333333	12097	4567.666667	351	7880.666667	2206.333333	4759.333333	3407	5467.666667	9794.5	773	97	886
miR-10400-5p	114	71	90	120	48	252	56	64	76	47	119	96	119	69	108	91	93	218	113	139	111
miR-4512-5p	113	37	55	47	64	76	36	44	34	42	47	54	76	41	22	29	31	26	37	45	93
miR-4286-5p	112	4250	5100	1291	3293	2155	2133	3351	3526	4863	2155	310	6207	1923	3820	2083	2631	3242	889	188	1546
miR-658-3p	111	5	16	23	15	26	1	15	17	14	22	9	8	7	23	23	18	27	32	60	16
miR-767-5p	110	106	80	338	163	439	103	317	151	127	190	261	268	132	136	36	78	189	197	262	388
miR-6828-5p	107	402	409	253	398	379	107	403	417	299	847	117	193	178	440	427	179	595	477	128	358
miR-486-5p	106	4520	1328	1712	574	50164	4501	2477	4446	8151	1029	3694	6314	12324.5	3592	981	1523	9011	4497	284	5580
miR-98-5p	105	22329.17857	6503.957143	1431.67619	6938.319048	4747.985714	3962.957143	15007.0881	10757.31429	12032.35476	8531.442857	392.7	10736.9119	1646.704762	5972.404762	5917.578571	2955.957143	9876.395238	840.3214286	99.95	823.7833333
miR-3648-2-5p	105	39	58.5	62	33	93	59	40	38	22	43	80	35	47	50	37	44	103	63	88	204
miR-657-3p	103	8	7	18	4	27	15	16	9	13	8	20	4	8	4	11	29	9	11	12	21
miR-5186-5p	102	198	187	286	112	130	75	119	217	88	160	194	249	138	180	34	92	106	153	483	139
miR-5695-5p	100	6	32	132	8	37	19	4	9	22	14	92	10	20	14	4	25	7	37	285	24
miR-450a-1-5p	100	2896	938	501	1213	1125	970	1844	1170	1244	894	368	1325	292	266	178	224	584	326	142	992
miR-3182-5p	98	3261	6912	1171	4673	1160	2710	3336	2283	3142	6057	52	1802	1147	2899	4920	2870	5836	866	156	1378
miR-324-3p	98	466	345	137	342	420	202	518	548	449	241	166	693	179	205	118	63	324	108	29	190
miR-548ar-5p	97	89.12794613	40.28888889	36.99259259	49.26666667	43.81751295	45.38666667	77.22222222	94.12380952	70.56186147	78.93333333	24	61.61702381	29.27464387	50.45788924	20.83851852	0	52.65649351	53.99122257	44	78.51851852
miR-122-5p	96	937	906	146	788	143	523	1430	246	1594	681	254	488.5	1275	603	1428	838	313	237	332	19
miR-3199-1-5p	96	206	107	162	240	316	104	543	108	201	263	283	210	153	93	98	39	120	268	67	99
miR-3909-5p	94	29	33	22	34	37	17	5	42	46	34	99	47	110	32	21	0	26	42	42	42
miR-7976-5p	94	39	38	237	74	561	104	53	50	291	47	291	63	110	19	19	96	54	174	317	50
miR-6126-5p	93	24	14	46	23	72	5	36	49	25	26	18	19	35	37	32	11	58	42	90	55.5
miR-4454-5p	93	5186	3781	1101	1434	1819.5	1499	3288	2379	2956	2320	63	2814	1232.5	3129	1971	3487	3384	572	181	677
miR-7-1-5p	92	36	47	45	17	44	33	69	61	39	40	77	38	36	56	33	21	36	36	94	84
miR-4748-3p	90	19	8	12	6	33	8	25	22	3	54	29	19	14	79	28	6	20	15	56	75
miR-3665-5p	90	30	28	47	36	95	23	32	36	23.5	18	21	41	24	19	20	15	47	41	24	58
miR-4273-5p	90	78	71	88	102	78	50	148	124	138	112	155	119	93	112	48	53	69	110	72	102
miR-6800-5p	87	29	15	38	13	44	7	17	31	14	25	53	18	73	36	23	0	47	40	49	45
miR-4313-3p	85	27	20	18	14	30	23	22	16	9	25	20	31	15	11	8	0	39	25	55	38
miR-143-5p	85	671	769	332	841	884	381	995	1184	2116	557	200	1909	402	816	286	525	957	360	44	119
miR-4312-5p	85	24	13	43	12	15	2	1	9	6	5	28	44	20	11	9	10	27	18	144	36
let-7g-5p	84	72889.47738	29819.84643	6323.107143	31801.71429	25097.66667	18916.92857	50363.15714	83125.59048	48992.83571	28978.78571	830.4857143	52501.11429	6930.160714	24860.61429	17161.40476	11376.42857	58401.1	2234.410714	119.125	2900.514286
miR-1908-3p	84	23	23	38	13	77	26	15	27	18	4	24	25	15	16	10	15	40	9	44	44
let-7f-5p	84	130913	40619	6788	44228	22797	22416	86080	76088	84038	58979	1028	66562	7419	34313	37135	19298	73132	2833	271	5518
miR-29c-3p	84	11749.16667	5412.166667	1521	8524.166667	3116	2902.666667	13464	12682.83333	6800.166667	8301.666667	271	8245	1667	4902.5	3834	5584.833333	5745.166667	542.3333333	32	1801.166667
miR-185-3p	83	41	51	37	64	89	39	46	48	16	31	89	44	53	34	17	14	48	56	21	91
miR-8086-3p	83	72.83333333	79	114	171	109	80	83	55.66666667	35	145.5	132	92.5	54	73.5	62	24	72.5	65	60.5	136
let-7c-5p	82	13824.76667	3721	1322.7	4422.466667	1993.8	1659.866667	6653.833333	8830.2	5997.666667	4301.166667	357.3333333	8789.3	826.1666667	2421.266667	2034.966667	1129.5	2477.266667	545.5	78	456.6666667
let-7e-5p	81	2865.5	1623.35	456.35	1852.25	1003.6	673.8	1538.7	2316.4	2986.8	1610.8	149.55	2716.55	466.9	1413.55	1558.45	815.95	3015.2	265.9	49.95	475.45
miR-6084-5p	80	58	34	32	32	131	17	35	42	11	58	33	78	44	48	40	27	70	49	38	123
miR-6879-5p	79	4	9	10	0	2	3	1	9	11	13	28	3	10	13	9	5	8	11	38	25
miR-6789-3p	78	39	33	132	91	264	32	62	73	45	58	48	61	39	29	11	17	77	68	91	101
miR-362-5p	77	1025	524	417	445	520	391	1514	1609	723	757	370	1596	326	476	194	137	470	296	88	374
miR-210-3p	76	4583	1617	192	2277	1702	614	5205	458	2072	3976	157	2027	1107	1402	1417	1409	1344	487	62	30
miR-378g-5p	76	15.2	134.0333333	50.9	256.8166667	64.6	105.4666667	210.7666667	167	10.6	13.16666667	47.7	51.93333333	96.56666667	76.46666667	40	84.2	78.96666667	9.266666667	0	83.3
miR-3615-3p	74	176	124	92	278	332	249	276	288	254	112	248	255	326	51	70	99	178	142	76	105
miR-219b-5p	74	15	15	19	1	10	1	11	22	21	6	6	5	9	8	12	8	23	19	71	29
miR-151a-5p	74	15720	5475.5	946.5	5981.5	2268	2643	8636.5	7100	9974	5006.5	159	9876.5	1008	3880	3596	3856	7394	548	46	493
miR-592-5p	73	41	41	24	44	35	13	80	96	71	41	12	15	19	45	25	18	89	45	35	20
miR-4302-3p	73	57	89	96	63	82	30	74	157	30	153	65	45	64	95	43	21	66	107	155	117
miR-6759-3p	73	730	84	47	57	4	42	157	0	9	152	13	3	0	7	61	107	121	65	4	31
miR-576-3p	71	78	44	66	138	127	52	103	91	103	57	141	85	90	30	21	5	41	68	59	71
miR-101-2-3p	71	50121	10937	2310	16629	11998	7764	35810	21391	24104	17012	275	22876	3392	11411	10436	7713	15665	1082	46	781
miR-6870-5p	71	12	14	21	20	19	12	11	26	3	28	25	2	21	8	20	23	11	30	68.5	24
miR-3941-5p	70	89	34	53	71	91	24	92	64	41	107	62	93	54	36	18	21	34	77	42	36
miR-3135a-3p	70	32	34	163	99	54.5	131	75.5	21	29	56	51	34	46	37	34	0	23	100	324	172
miR-423-5p	69	765	446	335	951	620	346	686	758	895	594	309	885	562	518	439	233	869	270	155	249
miR-185-5p	69	1400	863	384	1582	2906	938	1292.5	1405	1820	675	383	1473	934	897	558	406	1852	534	117	1357.5
miR-1234-5p	69	71	42	242	114	351	39	116	131	100	51	181.5	148	120	49	27	7	72	151	80	94
miR-6724-4-5p	68	35	31	39	52	56	25	27	54	28	18	51	50.5	32	60	15	10	49	69	69	40
miR-6895-3p	68	57	41	107	65	40	31	52	65	83	94	144	89	102	46	16	27	37	77	90	52
miR-6797-3p	68	40	67	246	51	370	150	90	58	71	37	277	64	105	42	43	46	33	106	490	199
miR-3615-5p	67	38	20	98	144	283	20	39	77	80	28	77	117	78	59	31	40	115	59	30	105
miR-382-5p	66	80	64	64	91	101	38	89	369	111	23	285	368	143	53	18	31	146	53	24	87
miR-124-2-3p	65	58	47	98	44	60	18	27	171	35	47	234	151	50	142	29	40	114	97	63	30
miR-4516-5p	64	36	32	64	27	113	39	10	51	14	25	87	31	65	71	18	9	55	42	183	113
miR-3166-5p	63	81	33	79	18	41	42	67	25	16	67	113	46	63	51	31	64	62	40	130	84
miR-574-5p	63	78	75	65	228	136	70	72	108	119	64	68	87	119	67	93	22	97	75	10	185.5
miR-718-5p	61	25	11	27	24	52	10	24	36	14	21	25	16	23	29	15	24	60	21	34	31
miR-940-3p	60	39	29	99	82	138	15	47	44	86	38	17	76	62	35	22	2	46	47	58	35
let-7d-3p	60	1208	595	325	656	597	692	886	1228	1347	517	145	1491	570	577	524	203	1033	143	57	199
miR-1275	60	9	23	5	78	17	8	22	90	19	14	170	70	58	36	13	0	7	29	6	47
miR-452-5p	59	1299	544	128	992	335	518	452	516	1195	221	149	502	175	409	166	240	417	61	34	100
miR-139-3p	58	43	14	40	31	94	27	39	74	99	44	132	117	19	41	16	89	43	36	41	28
miR-5195-5p	58	17	5	0	9	3	0	7	1	7	47	2	1	0	3	21	26	0	4	87	38
miR-6752-3p	57	32	15	44	34	110	16	27	43	12	33	37	47	51	30	23	11	58	42	43	50
miR-450a-5p	57	1529	450	252	600	503	498	872	662	713	432	150	704	128	135	81	99	343	110	25	244
miR-6869-5p	57	109	460	144	287	412	233	246	176	210	188	89	437	228	123	166	144	345	168	95	117
miR-193b-3p	57	392	501	77	841	255	308	375	395	148	383	155	228	626	215	36	86	235	105	64	398
miR-3648-2-3p	57	24	32	49	37	61	11	49	34	40	43	68	37	12	35	30	47	47	40	50	59
miR-2355-3p	56	167	45	38	163	53	67	190	67	206	54	89	174	93	45	58	3	48	73	8	64
miR-5010-3p	56	82	79	47	116	177	50	162	37	88	83	96	71	66	45	46	8	56	99	84	57
miR-1304-3p	56	20.5	21	29	16	8	12	21	45	14	21	20	21	7	12	11	5	18	8	6	14
let-7a-5p	56	107892.6	42516	6460.2	37410.6	16858.2	18710	56950.6	74424.2	72326.8	41073.2	1161.2	75855.6	7257.6	28956.8	29845.2	15159	60369.2	2990.4	198.8	4313.2
miR-140-3p	55	12712	14693	1336	9875	6389	3408	15288	15872	12637	5477	96	14807	2223	5982	2454	6130	9024	820	23	529
miR-4683-3p	55	27	37	30	19	31	28	39	60	21	82	28	53	29	32	34	48	43	48	26	49
miR-1262-3p	54	3	2	5	3	5	1	6	0	1	6	4	0	8	7	2	0	2	2	2	1
miR-1469-5p	54	21	33	19	31	10	16	12	15	20	22	56	23	54	18	18	44	44	22	49	38
miR-3123-3p	53	891	570	188	319	176	131	631	1378	220	1369	6	306	62	899	378	314	755	105	30	170
miR-553-3p	53	130	50	135	92	90	27	183	213	82	105	151	153	92	144	24	40	88	98	80	43
miR-6076-3p	53	3	4	8	14	6	5	15	8	1	4	14	11	3	4	9	0	11	4	5	5
miR-2861-5p	53	15	22	12	11	43	1	8	12	11	17	29	0	20	26	6	24	35	26	64	41
miR-6756-3p	52	17	15	22	18	16	10	18	29	21	11	6	20	13	6	4	4	43	14	33	11
miR-1227-5p	52	3	15	17	19	14	4	15	7	12	5	39	14	40	11	10	13	2	6	12	19
miR-9901-3p	52	3	14	24	6	7	7	12	26	3	33	7	5	4	19	25	21	28	26	34	28
miR-1307-3p	51	269	310	82	641	182	191	400	286	257	181	192	417	181	145	107	82	152	141	23	496
miR-6790-3p	51	29	11	52	24	45	47	9	40	10	49	36	9	7	22	37	36	56	37	82	52
miR-6803-5p	51	8	15	21	4	16	9	6	23	12	13	20	17	13	21	8	0	16	16	32	31
miR-548ag-2-5p	50	9	13	11	12	24	5	14	16	3	18	27	13	9	12	20	6	11	21	38	22
miR-6777-5p	50	2	8	4	3	5	6	1	12	5	27	14	6	8	7	29	1	12	12	15.5	9
miR-9851-5p	50	21	43	100	41	322	65	99	17	32	17	6	3	32	26	84	18	16	44	35	171
miR-5006-3p	50	14	10	23	9	28	20	8	5	9	13	20	10	10	6	1	8	10	10	64	15
miR-7108-3p	50	87	47	106	37	312	61	49	109	56	64	23	47	61.5	32	30	54	107	61	113	41
miR-6748-3p	50	774	603	636	796	1704	2112	1250	658	782	668	226	596	473	322	231	381	556	312	236	599
miR-873-3p	49	20	19	36	37	24	8	34	29	14	46	31	29	28	36	25	11	36	32	35	45
miR-339-3p	49	639	571	279	818	653	407	1095	1091	617	663	135	876	483	295	251	549	446	234	55	328
miR-4309-3p	49	30	16	26	15	24	28	34	28	22	38	18	14	9	12	17	14	53	20	61	39
miR-934-3p	49	15	10	21	36	12	4	11	49	3	44	40	23	23	23	27	1	26	54	76	99
miR-5694-5p	49	22	29	77	30	166	125	85	12	20	69	19	28	29	15	52	35	30	56	17	44
miR-4501-3p	48	41	44	28	15	47	11	13	37	30	54	42	27.5	29	34	20	2	39.5	38	71	26
miR-765-3p	48	3	13	16	4	14	5	7	26	4	3	42	14	5	34	12	14	8	12	52	16
miR-3189-5p	48	4	7	4	1	4	0	1	10	3	12	1	3	2	0	2	4	6	0	12	4
miR-548ao-5p	48	19	15	19	1	4	3	0	10	6	7	3	0	0	19	8	17	14	29	47	32
miR-6851-3p	48	88	33	55	37	67	13	51	152	54	47	192	162	94	66	19	25	52	72	100	72
miR-3170-5p	47.5	54	30	61	49	64	19	99	27	55	37	89	29	56	43	19	4	30	27	22	35
miR-4734-3p	47	2	1	0	8	0	0	8	0	6	2	8	0	1	6	0	0	2	0	2	6
miR-6127-3p	47	12	11	15	18	43	7	7	17	15	25	15	22	13	17	5	20	20	14	45	14
miR-148a-3p	47	19661	12609	1087	18308	1929	3481	30855.5	15810	8947	8718	101	10403	1518	3486	3653	3142	15888	515	39	1173
miR-221-5p	47	393	236	103	244	121	125	249	565	273	206	16	292	50	136	64	80	307	18	50	103
miR-6082-5p	46	152	72	26	87	59	29	107	95	77	111	8	55	29	91	78	51	133	77	49	34
miR-10b-3p	46	368	367	244	419	369	232	802	881	695	512	78	990	144	332	193	269	376	143	31	50
miR-28-5p	45	4326.333333	1716.166667	383.3333333	2369.166667	552	1202.666667	3022.5	2708.333333	3927	1687.166667	112	3182	464	1415.5	1177.333333	788.3333333	2761	161	14	132
miR-30b-5p	45	22164.83333	8079.333333	1233.666667	11237	2103	2860	15007.66667	13170	13151.66667	9640	140	11400.66667	1026	6010	4421	3637	5652.333333	370	32	308
miR-7851-5p	45	74.5	44	49	112	101	52	49	59	34	127	238.5	108	48	77	64	52	46	26	48.5	99
miR-4757-5p	44	6	10	16	4	1	11	16	12	17	37	2	2	4	18	23	15	18	19	20	15
miR-4651-5p	44	7	2	4	6	5	8	5	2	3	1	15	10	3	7	11	0	11	13	41	16
miR-30c-1-5p	44	41686.16667	19603.66667	2858.333333	18725	4230	7738	38203.33333	27621	30943.33333	19256	342	29953.33333	2250	12690	10183	6438	12670.66667	734	69	932
miR-8085-3p	43	226	537	120	487	228	199	323	220	324	571	10	135	132	212	434	135	579	62	18	166
miR-6501-5p	43	0	0	1	11	19	0	4	15	4	4	30	7	6	3	5	0	2	5	22	8
miR-183-5p	43	1773	869	209	1199	910	521	1100	853	686	639	71	908	256	707	222	205	1646	101	31	368
miR-1268b-5p	43	10	11	32	9	12	6	4	5	9	12	13	18	10	8	10	9	24	11	17	37
miR-6892-3p	43	9	5	5	7	5	1	22	62	4	1	4	9	4	15	10	35	31	11	10	14
miR-6070-3p	43	7	3	13	2	4	0	3	2	4	3	5	2	9	8	1	15	23	14	7	0
miR-134-5p	42	29	40	18	26	15	18	43	120	49	31	47	86	29	39	12	25	92	17	16	24
miR-1273h-5p	42	20	22	27	17	20	44	26	30	9	31	49	26	11	34	10	0	6	42	53	87
miR-1181-3p	42	15	29	53	18	39	86	19	27	19	54	1	10	41	22	46	13	25	43	23	41
miR-4442-5p	42	14	6	31	33	76	33	14	30	10	2	11	21	14	5	14	9	23	18	17	23
miR-2392-3p	42	134	198	89	125	68	55	151	444	70	475	3	130	25	322	137	8	193	82	64	171
miR-203a-3p	41	469	486	273	798	290	117	855	1384	869	1299	48	830	133	468	431	279	344	98	19	46
miR-10398-3p	41	6	7	13	12	18	6	12	27	10	13	9	4	8	22	8	11	36	20	27	15
miR-5701-3-3p	41	14	5	8	0	2	1	0	1	11	0	39	6	9	6	4	3	3	10	45	8
miR-29b-1-3p	41	3100.333333	1617	231.6666667	2991.333333	682	890.6666667	4441	4694.666667	1305	2105	36	1458	195	1121	1101	1560.666667	1987.333333	65.66666667	17	249.3333333
miR-23a-5p	41	26	82	20	112	48	5	56	76	32	14	351	189	329	66	12	4	29	77	7	61
miR-6885-3p	41	10	26	21	15	38	23	36	6	12	41	17	21	10	2	18	6	12	31	33	57
miR-152-5p	41	18	18	16	58	69	7	59	66	29	13	11	42	45	49	10	4	92	30	12	24
miR-4488-3p	41	0	0	0	4	0	0	0	1	0	1	0	0	3	5	1	0	0	0	5	0
miR-591-3p	40	167	124	59	58	66	35	84	110	59	251	29	50	35	167	174	121	239	91	19	63
miR-631-5p	40	3	7	5	4	9	1	2	4	4	5	23	0	7	8	1	1	23	13	35	12
miR-6786-5p	40	11	7	7	11	19	10	1	7	3	6.5	6	13.5	18.5	14	15.5	0	16	12	10.5	27
miR-6822-5p	40	0	11	1	0	7	0	4	2	0	3	4	0	7	13	0	0	0	1	10	8
miR-6728-3p	40	7	6	1	4	22	3	2	7	2	9	16	6	4	5	3	18	6	5	14	4
miR-378c-5p	40	40.33333333	47.5	15.5	64.33333333	12.5	39.33333333	91.25	36.83333333	66.33333333	13.5	13	72	20.83333333	20	25.5	14.5	20.5	23	6.5	7
miR-181a-2-3p	40	558	349	101	480	212	227	412	504	657	230	74	615	177	241.5	242	154	484	71	8	75
miR-4800-3p	40	33	9	18	3	13	10	13	3	8	7	0	14	5	12	12	9	24	3	32	20
miR-7110-5p	39	1	3	4	10	7	8	8	0	5	6	25	10	4	1	7	0	23	6	1	7
miR-1286-5p	39	0	3	5	3	1	0	8	1	2	0	5	0	6	5	0	0	0	2	0	10
miR-129-5p	39	6	13	22	8	27	3	1	45	2	104	100	32	6	11	2	0	6	16	16	8
miR-152-3p	39	3911	3197.5	308	3694	1181	810	4336.5	3861	2608	1223	60	2510.5	402	1259	1289	1411	3889	133	17	145
miR-6826-5p	38	14	24	20	16	21	13	8	13	19	9	6	13	11	10	12	6	6	6	7	8
miR-770-3p	38	183	116	47	50	68	45	54	117	94	65	25	203	57	135	88	106	131	37	20	45
miR-12115-5p	38	2	2	6	2	10	13	4	0	2	3	5	5	9	0	0	0	2	3	1	5
miR-6165-5p	38	0	7	11	4	2	0	6	1	4	12	30	1	8	2	3	0	3	7	47	21
miR-4492-3p	38	22	16	41	31	49	18	32	13	8	18	59	7	23	13	13	10	31	31	30	34
miR-8081-5p	38	5	3	3	1	9	0	5	3	0	13	3	7	0	11	2	1	7	4	2	1
miR-328-5p	38	2	1	9	2	13	3	0	4	3	9	12	0	2	11	4	0	7	7	7	7
miR-483-3p	38	27	21	30	30	38	5	37	70	39	47	11	17	19	31	14	5	64	23	38	13
miR-4321-3p	37	46	37	12	3	0	1	4	83	19	29	15	22	11	49	33	25	96	12	21	8
miR-1224-3p	37	10	11	2	5	18	2	2	13	2	2	1	9	3	6	7	4	6	3	6	15
miR-4752-5p	37	4	0	1	0	0	1	1	0	0	6	0	0	0	5	0	0	0	0	3	3
miR-627-3p	36	33	22	26	43	23	24	36	49	17	48	41	27	18	44	20	0	40	37	68	24
miR-4482-5p	36	6	2	1	23	5	0	3	1	0	3	0	0	0	2	2	0	15	1	2	2
let-7a-2-5p	36	83033.06429	29932.23571	6093.807143	27936.37143	22748.20476	14812.59762	49358.85476	56457.9119	56490.07619	34678.08095	1026.014286	56482.55714	6832.492857	24219.4881	24835.8119	13390.97143	42541.12143	3020.311905	291.7440476	4015.727381
miR-3960-3p	36	16	22	32	28	37	19	16	20	4	33	53	28	36	24	31	11	49	44	48	32
miR-190b-5p	35	81	70	5	29	23	3	66	53	90	22	6	55	13	29	20	0	36	11	0	9
miR-4462-3p	35	12	8	7	2	6	2	1	17	1	10	18	0	4	10	9	0	29	24	63	42
miR-922-3p	35	0	4	0	3	0	0	11	2	0	3	0	0	2	0	0	0	2	0	0	0
miR-636-5p	35	9	8	11	21	10	10	3	5	4	22	17	3	23	17	13	10	20	11.5	26	21
miR-27a-3p	35	51901	27331	2912	26888.5	9963.5	14378.5	56417	34460.5	46056	23157.5	313.5	37670.5	4716	16918.5	8991.5	15864	36196.5	1441	96	1143
miR-181c-5p	35	335	546	131	489	597	259	621	837	1107	450	47	1015	85	386	151	319	387	66	33	134
miR-619-5p	35	89	91.5	72	201	59.5	85	84.5	90	89	209	363.5	102.5	69.5	103.5	85	70	138	60	32.5	125
miR-28-3p	35	4273	2524	640	4470	986	1402	4164	4053	5357	2327	201	3679	1582	2207	1184	787	2863	401	52	229
miR-663b-3p	34	54	52	93	28	162	62	76	58	24	87	129	78	91	41	15	24	67	108	236	124
miR-579-5p	34	13	5	33	18	16	6	27	27	13	30	31	25	9	13	3	18	31	32	50	9
miR-3622b-5p	34	10	6	2	0	24	5	6	15	0	20	12	4	6	18	6	2	37	16	31	18
miR-6873-3p	34	8	3	2	6	0	8	5	0	0	2	1	4	2	0	0	0	2	3	1	0
miR-615-5p	34	6	8	14	12	13	3	5	19	2	6	21	15	12	10	8	0	4	7	20	12
miR-3193-5p	34	43	37	98	83	92	40	71	45	53	50	106	113	63	27	31	38	41	44	98	51
miR-1288-3p	34	3	10	20	7	11	13	14	1	4	6	31	2	2	9	5	4	7	7	10	16
miR-12118-3p	34	4	3	9	7	11	1	10	5	0	3	8	10	5	3	3	0	5	15	2	5
miR-320e-3p	33.75	51.75	67.33333333	65.25	100	92.91666667	66.91666667	94	90.33333333	74.33333333	103.3333333	205.25	81.66666667	94.58333333	67.33333333	53.5	33.66666667	50.33333333	100.6666667	96.75	68.83333333
miR-1270	33	35	7	20	59	1	44	38	30	24	25	13	57	33	49	61	19	7	19	0	0
miR-5701-3-5p	33	597	287	109	195	202	138	569	246	361	219	39	249	80	385	157	467	365	59	20	60
miR-10396b-3p	33	15	10	9	6	6	9	6	7	9	4	8	7	8	5	14	1	8	5	9	18.5
miR-6718-5p	33	44	55	20	44	11	16	26	36	26	61	13	21	35	22	41	14	47	35	5	23
miR-7-3-5p	33	771.5	255	121	629	1892	508	1476	1961	552	354	116	521	265	415	160	206	629	126	36	163
miR-125b-1-5p	32	153	43	44	39	77	45	86	240	133	67	20	153	51	47	46	32	114	25	7	10
miR-18a-3p	32	62	27	8	25	81	10	60	25	58	15	9	40	30	28	7	14	43	17	1	6
miR-320c	32	7.4	10.3	14.4	13	9.9	31.2	4.5	3.4	11	23.4	33.8	7.6	9.2	3.3	8.1	0	7	14.9	14.4	32.4
miR-1292-5p	32	14	12	22	10	16	6	24	17	16	12	8	24	17	8	8	2	14	10	11	13
miR-4475-5p	31	46	16	10	16	64	4	42	24	11	37	27	48	20	33	22	5	19	27	32	3
miR-218-1-5p	31	14	11	9	3	6	5	1	25	19	4	13	21	7	9	1	0	23.5	2	3	12
miR-2277-3p	31	22.5	15	27	25	18	27	27	23	21	32	39	16	19	21	15	7	22	44	63	57
miR-4538-3p	31	9	9	11	10	8	13	12	20	11	20	17	11	4	4	6	9	29	27	70	17
miR-6877-5p	31	4	7	22	23	11	1	8	37	9	17	36	19	18	21	1	0	11	19	25	64
miR-4724-5p	31	51	34	39	33	36	32	39	67	47	33	37	62	30	39	16	9	32	67	43	39
miR-514a-3p	31	16	145	24	118	41	41	32	309	4	29	38	347	0	95	36	0	12	18	5	7
miR-1284-3p	31	0	0	3	2	0	2	12	0	0	3	1	0	0	2	2	0	1	1	3	0
miR-103a-3p	31	16081	9071	846	8891	6723	4884	18616	10764	13784	6781	75	12640	1243	3517	3503	4804	14481	426	29	427
miR-4308-3p	31	9	5	11	2	13	8	5	12	3	19	9	5	3	7	6	31	18	10	25	21
miR-3159-3p	31	49	38	15	50	12	40	28.5	34	19	67	68.5	38	22	40	28	26	67.5	18	13	25
miR-532-5p	31	1662	648	266	665	507	318	2204	2031	891	921	55	1805	274	606	250	309	667	129	25	156
miR-3680-2-3p	30	215	142	176	90	178	32	85	592	82	432	132	211	92	331	166	160	514	315	46	60
miR-222-3p	30	6060	8236	1639	7317	4144	2462	5533	11865	6682	2937	384	6557	1256	3813	1066	1540	7768	718	194	1834
miR-601-5p	30	86	62	75	58	37	109	32	15	24	115	14	20	24	27	58	41	46	63	28	69
miR-663b-5p	30	8	3	4	7	10	2	14	12	3	16	27	11	4	9	6	2	9	14	9	17
miR-939-5p	30	7	5	25	19	41	10	13	3	1	22	46	19	30	3	8	0	11	23	84	20
miR-1303-3p	30	48	30	23	89	49	30	76	64	70	28	24	72	48	23	26	15	43	17	23	43
miR-5195-3p	30	10	43	14	7	4	9	25	57	2	30	73	31	38	49	5	0	48	68	26	24
miR-26a-2-5p	29	89883	30122.66667	5858	34551	14675.33333	13614.66667	79272.66667	75845.66667	58068.33333	39183	496.6666667	55609.66667	5540	27227.66667	18604.33333	22983.66667	51171	1882	169	1632.333333
miR-6836-3p	29	36	10	83	111	316	35	77	101	47	26	31	115	19	38	21	8	54	85	19	43
miR-106b-3p	29	1070	649	187	916	1770	576	1235	738	1183	554	111	905	557	626	286	386	856	257	5	176
miR-561-3p	29	28	12	15	21	9	7	7	11	11	16	15	20	4	22	11	0	7	12	8	13
miR-1247-5p	29	79	42	39	39	155	25	48	78	34	33	37	104	40	26	20	28	76	11	17	15
miR-6771-5p	29	6	14	68	3	37	4	11	26	7	27	15	17	22	6	8	20	26	14	42	13
miR-3176-5p	29	56	36	4	6	12	12	9	30	21	51	0	17	7	35	40	17	98	26	6	29
miR-1203-5p	29	1	1	2	0	1	0	1	4	0	1	0	1	0	1	2	0	0	1	1	7
miR-432-5p	28	38	47	6	8	16	35	31	52	25	18	17	74	13	27	11	6	84	14	5	16
miR-132-5p	28	135	148	89	163	148	106	180	366	242	105	165	366	190	101	69	47	193	102	37	64
miR-378d-1-3p	28	161.8	664.3	127.1	1689.1	71.53333333	150.1666667	351.8	158.7	196.1666667	167.2333333	123.8	311.9666667	157.7	104.0666667	52.33333333	16.3	88.36666667	124.0666667	63.66666667	198.3
miR-4322-3p	28	63	7	24	9	11	13	9	33	8	12	21	92	78	7	10	6	16	13	49	97
miR-7-5p	27	689	296	133	629	380	404	737	1018	544	462	70	650	147	330	178	191	467	73	21	102
